claim_id,customer_id,age,gender,vehicle_age,vehicle_type,policy_type,premium_amount,claim_amount,accident_type,accident_severity,incident_state,days_since_policy,number_of_previous_claims,police_report,witness_present,medical_cost,repair_cost,claim_status,fraud_reported
CLM100520,CUST20783,30,Female,3,Motorcycle,Zero-Depreciation,12521.9,40913.06,Collision,Minor,Punjab,885,1,Yes,Yes,2210.32,24583.16,Approved,0
CLM100521,CUST27415,21,Female,2,Van,Comprehensive,12445.93,62504.07,Natural Disaster,Moderate,Gujarat,17,3,Yes,Yes,2526.34,22449.39,Approved,1
CLM100522,CUST26107,30,Female,3,Hatchback,Standalone,8051.47,155432.21,Collision,Severe,Rajasthan,499,0,No,No,10359.67,65113.17,Approved,1
CLM100523,CUST21169,34,Female,5,Sedan,Comprehensive,12864.02,20323.17,Rollover,Minor,Maharashtra,100,0,Yes,No,2476.8,9398.32,Approved,0
CLM100524,CUST28172,33,Male,1,SUV,Comprehensive,8618.95,121888.18,Natural Disaster,Severe,Maharashtra,941,1,No,No,13563.47,45806.43,Under Review,0
CLM100525,CUST23140,45,Female,1,Van,Third-Party,10310.21,18349.27,Natural Disaster,Minor,Maharashtra,210,1,Yes,Yes,1853.53,7547.13,Pending,0
CLM100526,CUST28627,43,Male,8,Hatchback,Comprehensive,12087.1,30998.49,Fire,Minor,Uttar Pradesh,211,3,Yes,Yes,4195.43,19975.11,Under Review,0
CLM100527,CUST28817,25,Male,1,Motorcycle,Zero-Depreciation,13573.3,71410.53,Natural Disaster,Moderate,Delhi,9,1,No,Yes,7750.85,27128.88,Under Review,0
CLM100528,CUST21983,51,Male,0,SUV,Third-Party,14192.48,65949.56,Theft,Moderate,Uttar Pradesh,1150,1,Yes,Yes,5105.07,31499.28,Approved,0
CLM100529,CUST22259,41,Female,4,Truck,Zero-Depreciation,9079.51,28831.31,Collision,Minor,Tamil Nadu,173,0,No,No,0.0,16658.51,Under Review,0
CLM100530,CUST24508,33,Female,20,Sedan,Third-Party,15461.48,54279.91,Vandalism,Moderate,Delhi,139,0,Yes,Yes,2337.86,22766.86,Under Review,0
CLM100531,CUST26941,22,Male,3,Sedan,Comprehensive,19322.02,27210.99,Fire,Moderate,Delhi,82,1,Yes,Yes,6972.86,9286.32,Approved,0
CLM100532,CUST21702,41,Male,14,Van,Comprehensive,3284.65,30651.84,Rollover,Minor,Maharashtra,706,0,Yes,Yes,0.0,11633.61,Rejected,0
CLM100533,CUST20039,26,Male,8,SUV,Third-Party,12721.21,12378.74,Theft,Minor,Delhi,112,2,No,No,5414.14,6140.48,Approved,0
CLM100534,CUST27400,44,Male,5,Sedan,Third-Party,7105.13,19484.47,Natural Disaster,Minor,Tamil Nadu,436,0,Yes,Yes,4749.7,5400.52,Approved,0
CLM100535,CUST22064,44,Female,2,SUV,Standalone,15314.94,45827.76,Vandalism,Moderate,Telangana,369,1,No,Yes,2411.23,11963.46,Under Review,0
CLM100536,CUST27519,44,Male,2,SUV,Third-Party,16288.54,49542.19,Fire,Moderate,Telangana,180,4,Yes,No,8173.48,15028.89,Approved,0
CLM100537,CUST20623,36,Female,2,Truck,Comprehensive,11729.41,62425.13,Collision,Moderate,Maharashtra,111,2,Yes,No,8476.38,26845.91,Under Review,0
CLM100538,CUST23842,35,Male,5,Hatchback,Comprehensive,11304.08,12528.71,Theft,Minor,Punjab,18,2,No,No,6342.33,6580.0,Approved,0
CLM100539,CUST28487,50,Female,0,Motorcycle,Comprehensive,11429.39,22424.04,Collision,Minor,Punjab,268,3,Yes,Yes,0.0,13907.79,Approved,0
CLM100540,CUST21825,57,Female,2,Hatchback,Third-Party,19173.53,49325.23,Rollover,Minor,Tamil Nadu,461,0,No,Yes,6370.93,20740.89,Approved,0
CLM100541,CUST25154,39,Female,7,Motorcycle,Comprehensive,13806.22,13832.77,Vandalism,Minor,West Bengal,7,3,Yes,Yes,238.9,8268.35,Approved,0
CLM100542,CUST20017,29,Male,0,Hatchback,Third-Party,19880.11,21987.22,Natural Disaster,Minor,Maharashtra,80,1,Yes,Yes,0.0,9038.79,Approved,0
CLM100543,CUST23412,46,Male,13,Truck,Third-Party,11873.24,26907.95,Fire,Minor,Uttar Pradesh,170,4,No,Yes,5974.86,12577.15,Under Review,1
CLM100544,CUST27170,23,Female,7,SUV,Comprehensive,5623.16,67290.29,Collision,Moderate,West Bengal,60,2,Yes,Yes,9129.52,19798.93,Under Review,0
CLM100545,CUST23889,41,Male,1,Motorcycle,Standalone,10342.57,17317.87,Theft,Moderate,West Bengal,282,1,No,Yes,0.0,10875.97,Approved,0
CLM100546,CUST20567,45,Male,3,Motorcycle,Zero-Depreciation,5145.72,17638.77,Natural Disaster,Minor,Punjab,815,0,Yes,Yes,0.0,7539.84,Approved,0
CLM100547,CUST27070,42,Female,3,Sedan,Comprehensive,7619.63,124156.47,Vandalism,Moderate,Tamil Nadu,278,0,,No,11589.99,46974.92,Approved,0
CLM100548,CUST25361,46,Female,0,Hatchback,Comprehensive,9836.51,42056.79,Rollover,Minor,Gujarat,621,0,No,No,835.29,14172.5,Pending,0
CLM100549,CUST23007,18,Female,6,Hatchback,Comprehensive,13762.64,23163.24,Collision,Minor,Karnataka,245,0,Yes,Yes,0.0,13726.01,Rejected,0
CLM100550,CUST27352,43,Male,5,Sedan,Third-Party,6955.96,9398.28,Theft,Minor,Karnataka,6,2,No,Yes,2331.21,5409.0,Approved,0
CLM100551,CUST24924,52,Male,0,Sedan,Comprehensive,14398.01,11859.3,Rollover,Minor,Telangana,1207,0,No,No,0.0,3514.37,Rejected,0
CLM100552,CUST22057,35,Female,1,Van,Comprehensive,12310.08,22276.92,Collision,Minor,Gujarat,159,1,No,No,1237.75,13831.07,Pending,0
CLM100553,CUST23527,34,Male,1,SUV,Comprehensive,8564.41,60327.16,Theft,Severe,Maharashtra,28,0,Yes,No,12087.79,18331.23,Approved,0
CLM100554,CUST27491,43,Female,3,Hatchback,Comprehensive,14749.82,49921.15,Theft,Moderate,Gujarat,54,0,No,No,5436.41,29121.83,Pending,0
CLM100555,CUST26076,18,Male,20,Sedan,Third-Party,9375.61,56177.83,Collision,Moderate,Tamil Nadu,892,0,No,No,2007.45,25668.48,Approved,0
CLM100556,CUST28784,40,Male,1,Sedan,Third-Party,10728.37,24624.39,Theft,Minor,Tamil Nadu,100,5,Yes,No,5137.39,13197.25,Under Review,0
CLM100557,CUST23180,40,Female,1,SUV,Zero-Depreciation,16645.75,39814.09,Fire,Moderate,Punjab,443,2,No,No,6829.68,20579.4,Under Review,1
CLM100558,CUST26051,68,Female,13,Sedan,Zero-Depreciation,19867.52,9367.69,Collision,Minor,Tamil Nadu,678,0,Yes,Yes,6299.7,3048.2,Under Review,0
CLM100559,CUST20455,43,Male,2,Truck,Zero-Depreciation,10472.72,147281.58,Theft,Severe,Gujarat,1007,1,No,Yes,15899.8,94674.96,Approved,0
CLM100560,CUST26522,34,Female,3,Sedan,Comprehensive,17296.41,37701.42,Collision,Moderate,Maharashtra,567,3,No,Yes,3182.52,18921.18,Pending,0
CLM100561,CUST23941,31,Male,11,Truck,Comprehensive,11840.62,41133.74,Theft,Moderate,Tamil Nadu,403,3,Yes,Yes,4324.16,15184.54,Rejected,1
CLM100562,CUST21177,26,Male,6,Sedan,Comprehensive,24305.6,150078.86,Fire,Total Loss,Punjab,681,1,No,No,4436.86,38181.75,Pending,1
CLM100563,CUST20741,42,Male,1,Sedan,Third-Party,13610.67,35473.21,Rollover,Minor,Rajasthan,534,1,Yes,Yes,5326.8,15111.68,Approved,0
CLM100564,CUST23866,56,Female,1,Sedan,Third-Party,8881.78,63649.38,Rollover,Moderate,Gujarat,76,0,Yes,No,1184.22,18151.61,Under Review,0
CLM100565,CUST24556,26,Female,6,Hatchback,Comprehensive,9244.1,23113.41,Collision,Minor,Karnataka,385,0,No,Yes,7712.95,6040.22,Rejected,0
CLM100566,CUST27963,50,Female,2,SUV,Standalone,9179.3,30271.05,Fire,Minor,Karnataka,7,0,Yes,No,1473.48,18932.59,Approved,0
CLM100567,CUST20935,51,Female,3,Motorcycle,Comprehensive,16283.02,24197.6,Fire,Minor,Maharashtra,815,0,Yes,No,4947.84,6752.9,Under Review,0
CLM100568,CUST23052,18,Male,2,Hatchback,Third-Party,18685.47,112730.5,Collision,Total Loss,Gujarat,116,4,No,Yes,15750.84,37509.54,Rejected,1
CLM100569,CUST20939,58,Female,5,Van,Comprehensive,10403.49,24380.44,Theft,Moderate,Punjab,105,0,No,Yes,,6264.08,Rejected,0
CLM100570,CUST25235,30,Male,0,Hatchback,Comprehensive,21004.58,37405.96,Rollover,Minor,Delhi,1437,0,Yes,No,183.73,19392.93,Approved,0
CLM100571,CUST23345,35,Male,0,SUV,Third-Party,10178.87,18314.12,Fire,Minor,West Bengal,547,1,No,No,0.0,4943.28,Approved,0
CLM100572,CUST27460,26,Female,1,SUV,Third-Party,13478.9,24378.58,Collision,Minor,Punjab,124,2,Yes,No,134.61,10520.36,Rejected,0
CLM100573,CUST26610,35,Male,3,Sedan,Zero-Depreciation,13516.54,22314.04,Theft,Minor,Uttar Pradesh,399,0,Yes,No,3923.87,10946.09,Pending,0
CLM100574,CUST27513,44,Female,12,Truck,Comprehensive,8823.76,102241.21,Rollover,Moderate,Telangana,1027,0,Yes,Yes,4152.96,42043.04,Pending,0
CLM100575,CUST26958,51,Female,0,SUV,Third-Party,4915.46,59223.2,Rollover,Moderate,Telangana,44,0,No,No,1194.22,17311.63,Approved,1
CLM100576,CUST23121,49,Male,5,Hatchback,Comprehensive,3000.0,25080.22,Collision,Minor,Tamil Nadu,359,0,Yes,No,7061.57,9435.07,Under Review,0
CLM100577,CUST24853,40,Female,5,Hatchback,Third-Party,16013.45,18156.28,Collision,Moderate,Karnataka,388,1,Yes,No,5313.19,7928.6,Approved,0
CLM100578,CUST25617,19,Female,3,Sedan,Comprehensive,11380.17,24019.22,Rollover,Moderate,Karnataka,1384,2,No,Yes,7493.71,13461.71,Approved,0
CLM100579,CUST26064,46,Female,3,Motorcycle,Standalone,3818.35,88849.01,Natural Disaster,Severe,Maharashtra,211,2,Yes,Yes,16075.1,24972.7,Pending,0
CLM100580,CUST22119,52,Female,3,Van,Comprehensive,15171.45,71254.34,Natural Disaster,Severe,Punjab,415,5,No,Yes,14091.63,35619.56,Under Review,1
CLM100581,CUST23960,37,Female,2,Van,Third-Party,16454.1,70217.92,Fire,Moderate,Karnataka,149,0,No,Yes,0.0,40590.27,Under Review,0
CLM100582,CUST28581,49,Male,2,SUV,Standalone,9353.51,49381.92,Theft,Moderate,West Bengal,127,1,Yes,Yes,5189.82,28756.82,Approved,0
CLM100583,CUST21043,43,Male,7,Van,Zero-Depreciation,7805.88,102474.66,Fire,Severe,Telangana,27,1,Yes,No,15846.25,64765.14,Approved,0
CLM100584,CUST27680,18,Female,6,SUV,Third-Party,9487.05,29550.71,Collision,Minor,Rajasthan,275,0,No,No,0.0,18444.32,Under Review,0
CLM100585,CUST24961,33,Male,2,SUV,Third-Party,12993.6,84635.39,Natural Disaster,Moderate,Maharashtra,563,1,No,No,4473.99,33350.33,Rejected,1
CLM100586,CUST22365,23,Male,3,SUV,Third-Party,15702.07,27221.17,Theft,Minor,Karnataka,96,4,Yes,No,2793.96,8443.45,Approved,0
CLM100587,CUST25797,48,Female,4,Van,Third-Party,24554.09,148603.38,Natural Disaster,Total Loss,Rajasthan,870,1,No,Yes,13452.05,46285.45,Rejected,0
CLM100588,CUST22488,24,Female,2,Truck,Comprehensive,18287.99,76686.84,Collision,Moderate,Karnataka,328,0,No,No,5238.8,43142.79,Approved,0
CLM100589,CUST23404,56,Male,0,Motorcycle,Comprehensive,15609.71,18145.19,Fire,Minor,Rajasthan,315,0,Yes,No,5016.61,9898.76,Approved,0
CLM100590,CUST28834,36,Male,2,Hatchback,Third-Party,15255.37,123025.05,Rollover,Severe,West Bengal,142,1,Yes,No,8421.58,34697.6,Approved,0
CLM100591,CUST22297,26,Male,2,SUV,Standalone,5760.89,24411.78,Rollover,Minor,Delhi,221,1,No,Yes,0.0,9355.31,Rejected,0
CLM100592,CUST22920,19,Male,7,Sedan,Zero-Depreciation,16932.41,46059.35,Theft,Minor,Gujarat,393,0,No,No,0.0,16846.76,Rejected,0
CLM100593,CUST24662,51,Male,8,Hatchback,Zero-Depreciation,20286.97,124840.88,Fire,Severe,Tamil Nadu,114,1,No,Yes,23038.6,46736.03,Approved,1
CLM100594,CUST22552,25,Male,0,Sedan,Third-Party,16832.52,20187.21,Vandalism,Minor,Rajasthan,949,0,Yes,No,0.0,5771.18,Rejected,0
CLM100595,CUST23591,31,Male,6,Hatchback,Comprehensive,20106.88,76904.84,Natural Disaster,Severe,Rajasthan,342,0,Yes,No,13724.95,41934.11,Under Review,0
CLM100596,CUST24117,41,Male,8,Truck,Comprehensive,19564.18,66508.29,Collision,Moderate,Gujarat,217,0,Yes,No,10101.66,22355.58,Under Review,0
CLM100597,CUST27399,44,Female,4,Truck,Standalone,19665.3,11793.93,Theft,Minor,Rajasthan,169,0,Yes,Yes,3137.43,6339.78,Under Review,0
CLM100598,CUST21990,18,Male,7,Sedan,Comprehensive,14210.19,16714.97,Natural Disaster,Minor,Delhi,327,0,Yes,No,6298.68,9178.37,Approved,0
CLM100599,CUST20239,50,Male,0,Hatchback,Comprehensive,10295.17,75215.94,Rollover,Moderate,Telangana,358,2,No,No,1979.25,22924.77,Approved,1
CLM100600,CUST23090,28,Male,8,Sedan,Zero-Depreciation,3104.3,38332.08,Theft,Moderate,Punjab,68,0,No,No,0.0,22421.04,Rejected,1
CLM100601,CUST23564,41,Male,5,Sedan,Third-Party,14547.62,30061.01,Fire,Moderate,West Bengal,158,0,Yes,Yes,2251.4,18615.89,Under Review,0
CLM100602,CUST28113,59,Male,3,SUV,Third-Party,12275.34,60828.44,Vandalism,Moderate,Maharashtra,707,2,No,No,0.0,32973.77,Approved,0
CLM100603,CUST28316,27,Male,1,Hatchback,Comprehensive,7077.61,27464.18,Fire,Minor,Karnataka,78,0,Yes,No,9396.49,16723.3,Approved,0
CLM100604,CUST20051,18,Male,16,SUV,Comprehensive,8138.03,23456.45,Collision,Minor,Uttar Pradesh,627,4,No,Yes,10076.79,6408.74,Rejected,0
CLM100605,CUST28118,31,Female,0,SUV,Zero-Depreciation,14961.3,22281.16,Natural Disaster,Minor,Gujarat,378,0,No,Yes,3482.16,9261.02,Rejected,0
CLM100606,CUST25519,26,Female,1,Sedan,Zero-Depreciation,8160.42,58792.64,Vandalism,Moderate,Tamil Nadu,1173,0,No,No,540.22,34781.75,Rejected,0
CLM100607,CUST26031,40,Male,11,Motorcycle,Third-Party,18580.52,18508.81,Natural Disaster,Minor,Uttar Pradesh,290,0,Yes,No,12031.43,7101.8,Pending,0
CLM100608,CUST22676,44,Female,1,Sedan,Comprehensive,17590.84,245812.6,Theft,Total Loss,Gujarat,854,0,No,No,17612.12,140482.1,Rejected,1
CLM100609,CUST23458,36,Male,1,Van,Zero-Depreciation,10704.28,80887.64,Natural Disaster,Total Loss,Karnataka,431,1,Yes,No,10887.63,26582.94,Under Review,0
CLM100610,CUST28794,34,Female,4,SUV,Comprehensive,8616.87,13942.82,Fire,Minor,Delhi,578,0,Yes,No,8378.73,8606.13,Approved,0
CLM100611,CUST20659,46,Female,6,SUV,Third-Party,3625.95,81581.78,Fire,Moderate,Punjab,429,2,Yes,No,5594.81,27137.01,Approved,0
CLM100612,CUST26024,48,Male,3,Sedan,Third-Party,9506.64,52456.06,Collision,Severe,Tamil Nadu,51,0,Yes,Yes,11350.95,25480.66,Rejected,0
CLM100613,CUST27655,38,Female,8,Sedan,Comprehensive,4773.94,28705.31,Vandalism,Minor,Delhi,509,0,Yes,No,2257.8,11258.63,Under Review,0
CLM100614,CUST28206,29,Male,7,Sedan,Standalone,24069.43,23851.99,Natural Disaster,Minor,Punjab,382,2,Yes,No,0.0,14040.66,Approved,0
CLM100615,CUST26126,39,Male,1,Hatchback,Zero-Depreciation,17353.39,36163.27,Natural Disaster,Moderate,Uttar Pradesh,548,1,Yes,Yes,6434.36,13371.92,Approved,0
CLM100616,CUST22194,28,Female,2,Hatchback,Comprehensive,11735.55,23354.72,Collision,Minor,Karnataka,93,3,Yes,No,3478.9,8914.72,Approved,0
CLM100617,CUST21659,31,Female,0,Sedan,Comprehensive,15649.11,54293.68,Rollover,Moderate,Rajasthan,1470,0,No,Yes,4125.5,34216.97,Rejected,0
CLM100618,CUST21671,50,Female,0,Motorcycle,Zero-Depreciation,15954.3,58329.62,Natural Disaster,Moderate,Maharashtra,177,0,Yes,Yes,4131.74,17569.29,Under Review,0
CLM100619,CUST20536,36,Female,1,Sedan,Zero-Depreciation,9936.52,80881.47,Rollover,Severe,West Bengal,498,1,No,Yes,13481.8,35726.19,Under Review,0
CLM100620,CUST28087,41,Male,10,Sedan,Comprehensive,12015.11,34853.05,Theft,Minor,West Bengal,179,0,No,Yes,6990.04,13639.66,Under Review,0
CLM100621,CUST24936,28,Male,3,SUV,Third-Party,10993.5,26023.46,Fire,Minor,Gujarat,186,1,Yes,Yes,0.0,9254.22,Rejected,0
CLM100622,CUST21587,50,Female,3,Truck,Comprehensive,18389.27,177632.96,Vandalism,Severe,Rajasthan,431,2,Yes,No,18695.89,106079.83,Pending,0
CLM100623,CUST21334,32,Female,2,Motorcycle,Third-Party,16702.75,23758.65,Collision,Minor,Gujarat,152,4,Yes,No,536.29,8141.62,Approved,0
CLM100624,CUST25460,23,Female,0,Motorcycle,Comprehensive,11879.56,63215.25,Rollover,Severe,Maharashtra,94,0,No,Yes,9032.39,30226.4,Approved,0
CLM100625,CUST25254,25,Female,0,Hatchback,Standalone,13386.86,133243.54,Theft,Severe,Maharashtra,108,1,Yes,Yes,11827.12,69245.95,Approved,0
CLM100626,CUST28180,23,Female,2,SUV,Third-Party,8910.28,17211.71,Natural Disaster,Minor,Delhi,39,0,Yes,Yes,6250.37,5588.83,Approved,0
CLM100627,CUST27518,32,Male,0,SUV,Zero-Depreciation,7710.79,33934.46,Natural Disaster,Moderate,Uttar Pradesh,1077,1,No,Yes,5448.69,21472.21,Under Review,0
CLM100628,CUST25171,29,Female,6,Hatchback,Third-Party,15047.94,33521.46,Theft,Minor,Telangana,190,2,No,No,0.0,17820.56,Approved,0
CLM100629,CUST25092,43,Male,0,Hatchback,Comprehensive,8218.1,90021.94,Collision,Severe,Telangana,43,0,Yes,No,17338.92,43082.29,Approved,0
CLM100630,CUST21223,43,Male,2,Motorcycle,Comprehensive,14843.74,32435.39,Vandalism,Minor,Telangana,148,0,Yes,Yes,0.0,15114.22,Approved,0
CLM100631,CUST26994,30,Male,8,Hatchback,Third-Party,20786.39,56083.4,Theft,Severe,Karnataka,515,0,Yes,Yes,9151.56,27954.96,Approved,0
CLM100632,CUST20733,42,Female,1,Sedan,Comprehensive,22349.86,109992.95,Vandalism,Total Loss,Maharashtra,918,4,Yes,Yes,8463.54,41076.11,Rejected,0
CLM100633,CUST25595,53,Male,1,Sedan,Zero-Depreciation,15790.68,78778.35,Theft,Severe,Rajasthan,22,0,Yes,Yes,6129.56,30562.02,Rejected,0
CLM100634,CUST25589,39,Female,0,Sedan,Third-Party,11634.63,84909.75,Theft,Moderate,Gujarat,32,4,No,Yes,6057.32,48293.66,Approved,1
CLM100635,CUST25647,45,Female,10,Sedan,Comprehensive,20298.54,99690.59,Fire,Moderate,Uttar Pradesh,198,4,No,Yes,279.39,55026.48,Approved,0
CLM100636,CUST23482,48,Male,4,Sedan,Third-Party,22773.71,19541.48,Fire,Minor,Tamil Nadu,27,2,Yes,No,3410.87,7401.46,Approved,1
CLM100637,CUST25849,41,Male,3,Sedan,Third-Party,3497.56,89038.43,Collision,Severe,Karnataka,254,0,Yes,No,15905.17,57572.52,Approved,0
CLM100638,CUST24167,47,Female,0,Sedan,Comprehensive,8172.46,226220.38,Vandalism,Total Loss,Delhi,1050,0,Yes,No,15362.34,128614.95,Approved,0
CLM100639,CUST28723,32,Male,0,Hatchback,Comprehensive,10169.12,65822.1,Natural Disaster,Moderate,Delhi,1051,0,No,No,7138.69,39474.75,Approved,0
CLM100640,CUST24981,35,Male,0,Motorcycle,Comprehensive,5591.51,147465.82,Theft,Total Loss,Telangana,18,0,Yes,No,19473.99,42857.82,Approved,1
CLM100641,CUST28274,44,Male,2,Sedan,Zero-Depreciation,13332.23,52959.29,Natural Disaster,Moderate,Uttar Pradesh,38,1,Yes,Yes,0.0,21626.69,Under Review,0
CLM100642,CUST28827,47,Female,1,SUV,Standalone,7914.59,177216.1,Theft,Total Loss,Karnataka,57,0,Yes,No,13259.79,109547.18,Under Review,0
CLM100643,CUST27174,19,Male,0,Hatchback,Comprehensive,13515.21,46385.47,Fire,Minor,Gujarat,47,3,No,Yes,0.0,17646.34,Approved,1
CLM100644,CUST23761,37,Male,0,Sedan,Comprehensive,15674.56,47011.83,Rollover,Moderate,Rajasthan,368,1,Yes,No,1470.18,29355.57,Pending,0
CLM100645,CUST20528,63,Male,4,Sedan,Comprehensive,7667.39,48598.0,Natural Disaster,Moderate,Karnataka,271,0,Yes,Yes,3061.59,29120.25,Approved,0
CLM100646,CUST21980,64,Male,1,Sedan,Zero-Depreciation,9269.16,97303.55,Theft,Severe,Karnataka,6,0,Yes,Yes,16931.7,29329.08,Rejected,1
CLM100647,CUST20843,34,Male,2,Truck,Third-Party,12532.43,95848.78,Theft,Severe,Maharashtra,340,5,Yes,No,10675.95,60264.63,Approved,0
CLM100648,CUST24805,33,Female,5,SUV,Comprehensive,12664.37,34794.27,Rollover,Moderate,Tamil Nadu,113,4,Yes,Yes,0.0,21306.19,Under Review,0
CLM100649,CUST27857,28,Female,0,SUV,Comprehensive,15243.8,16306.25,Rollover,Minor,Rajasthan,98,2,No,No,357.77,6846.26,Approved,0
CLM100650,CUST27959,34,Male,3,Hatchback,Standalone,5863.62,42675.67,Natural Disaster,Minor,Karnataka,238,3,Yes,No,0.0,26968.28,Approved,1
CLM100651,CUST23578,34,Male,11,Sedan,Comprehensive,11896.65,83415.69,Rollover,Severe,West Bengal,132,3,Yes,Yes,16890.69,29635.68,Approved,0
CLM100652,CUST28995,30,Male,0,Sedan,Third-Party,10205.89,164183.81,Fire,Severe,Maharashtra,684,2,Yes,Yes,16925.77,97008.96,Pending,0
CLM100653,CUST21487,18,Male,2,Sedan,Third-Party,18536.94,41703.92,Fire,Moderate,Delhi,52,2,Yes,No,0.0,21313.86,Approved,0
CLM100654,CUST22396,29,Male,3,Sedan,Comprehensive,3000.0,51156.31,Collision,Moderate,Maharashtra,58,1,No,No,9769.25,15411.04,Approved,1
CLM100655,CUST21568,40,Male,0,Hatchback,Standalone,10885.94,11024.64,Collision,Minor,Rajasthan,40,0,No,Yes,0.0,4104.71,Under Review,0
CLM100656,CUST21082,52,Male,3,SUV,Zero-Depreciation,16648.48,14081.27,Vandalism,Minor,Punjab,855,0,Yes,Yes,3092.22,7266.11,Under Review,0
CLM100657,CUST27148,31,Female,4,Truck,Zero-Depreciation,11765.14,137641.17,Theft,Severe,Delhi,138,4,Yes,Yes,12647.57,80555.83,Approved,1
CLM100658,CUST26568,35,Female,1,Motorcycle,Third-Party,16248.97,23548.26,Natural Disaster,Minor,Gujarat,256,2,No,Yes,3730.46,7629.12,Approved,0
CLM100659,CUST20838,38,Male,0,Van,Comprehensive,11643.02,19096.39,Collision,Minor,Telangana,81,1,No,Yes,1936.58,6597.64,Pending,0
CLM100660,CUST21259,28,Male,5,Van,Zero-Depreciation,11215.0,42808.47,Fire,Moderate,Telangana,416,0,No,No,5616.46,22441.52,Rejected,0
CLM100661,CUST27587,56,Female,5,Hatchback,Comprehensive,13190.16,30311.69,Rollover,Minor,Punjab,374,0,Yes,Yes,7898.6,15854.01,Under Review,0
CLM100662,CUST28117,27,Female,0,Sedan,Third-Party,11104.76,102305.82,Natural Disaster,Severe,Punjab,322,0,Yes,No,20777.37,46066.13,Pending,0
CLM100663,CUST26122,47,Female,0,Hatchback,Comprehensive,8647.6,89575.12,Theft,Severe,Gujarat,1216,0,Yes,No,27534.15,28269.48,Approved,0
CLM100664,CUST28362,67,Female,1,Hatchback,Zero-Depreciation,8861.06,23721.28,Collision,Moderate,Punjab,296,0,No,Yes,632.71,7749.26,Pending,0
CLM100665,CUST24232,27,Male,3,Sedan,Zero-Depreciation,6609.53,2000.0,Collision,Minor,West Bengal,270,2,No,No,9418.94,1204.23,Pending,0
CLM100666,CUST20680,30,Male,0,SUV,Standalone,13668.91,48258.07,Fire,Moderate,Rajasthan,359,0,No,Yes,0.0,26043.33,Rejected,1
CLM100667,CUST22046,45,Female,3,Sedan,Third-Party,12238.32,207851.28,Vandalism,Total Loss,Maharashtra,264,1,Yes,Yes,13246.86,80547.6,Under Review,0
CLM100668,CUST20028,44,Male,0,Hatchback,Third-Party,6904.74,16177.5,Theft,Minor,Delhi,26,5,No,Yes,6677.77,4781.82,Rejected,1
CLM100669,CUST21745,18,Male,2,Hatchback,Third-Party,12809.18,9985.97,Rollover,Minor,Delhi,151,0,Yes,No,12438.46,5038.31,Rejected,0
CLM100670,CUST27967,32,Male,8,SUV,Third-Party,14975.19,73980.73,Theft,Moderate,Maharashtra,850,1,Yes,Yes,2973.85,32483.66,Approved,0
CLM100671,CUST20688,32,Male,3,Sedan,Third-Party,10341.73,27371.68,Rollover,Minor,Punjab,39,0,Yes,Yes,2830.67,13711.29,Approved,0
CLM100672,CUST28163,29,Male,0,Sedan,Zero-Depreciation,14190.79,250969.24,Rollover,Total Loss,Punjab,252,3,Yes,Yes,21486.31,66637.81,Pending,1
CLM100673,CUST23817,34,Male,0,Hatchback,Comprehensive,16308.83,216891.2,Vandalism,Total Loss,Maharashtra,780,1,No,No,18911.59,113925.76,Under Review,1
CLM100674,CUST22213,18,Female,1,Truck,Comprehensive,13017.76,78496.66,Natural Disaster,Severe,Uttar Pradesh,858,1,,No,20189.19,45280.87,Pending,0
CLM100675,CUST23324,47,Male,2,Motorcycle,Comprehensive,9626.54,303033.14,Fire,Total Loss,Delhi,707,2,Yes,Yes,12730.09,160456.63,Rejected,1
CLM100676,CUST21321,44,Male,8,Hatchback,Comprehensive,9338.18,229681.63,Collision,Total Loss,Telangana,467,0,Yes,No,17833.06,132171.31,Approved,1
CLM100677,CUST27477,43,Female,2,SUV,Comprehensive,7588.25,38687.15,Rollover,Minor,Maharashtra,893,2,No,No,13485.7,9976.48,Rejected,1
CLM100678,CUST27437,41,Male,6,Van,Comprehensive,12325.87,48162.58,Rollover,Moderate,Punjab,52,2,Yes,Yes,0.0,30565.49,Rejected,0
CLM100679,CUST21032,18,Female,16,Truck,Comprehensive,9866.76,65742.19,Theft,Moderate,Tamil Nadu,452,1,No,No,0.0,17015.11,Approved,1
CLM100680,CUST23818,51,Female,0,Sedan,Zero-Depreciation,9838.9,122476.53,Fire,Severe,West Bengal,1206,4,No,Yes,14066.68,54742.64,Approved,1
CLM100681,CUST26407,30,Female,7,Truck,Comprehensive,6978.37,97946.31,Fire,Severe,West Bengal,182,0,Yes,No,15172.48,49788.49,Approved,0
CLM100682,CUST21355,48,Male,2,Sedan,Third-Party,8079.87,42770.94,Vandalism,Minor,Gujarat,518,0,No,No,3213.54,22188.81,Approved,0
CLM100683,CUST22109,21,Female,20,Motorcycle,Third-Party,11669.61,14954.1,Theft,Minor,Delhi,782,3,Yes,No,0.0,4609.26,Under Review,0
CLM100684,CUST28888,18,Male,0,Sedan,Comprehensive,7185.72,37188.06,Natural Disaster,Minor,Telangana,787,1,No,Yes,767.67,21975.51,Pending,0
CLM100685,CUST27671,46,Female,0,Motorcycle,Standalone,12913.78,77964.39,Theft,Moderate,Karnataka,36,3,No,Yes,2167.51,31328.93,Approved,1
